name,specialty,address,languages,lat,lng,phone,gen,Unnamed: 8,Unnamed: 9
University Health - South Flores,"['Adult Primary Care', 'Pediatric Primary Care', 'Arthritis Care', 'Behavioral Care', 'Imaging & Radiology', 'Laboratory Services', 'Lung Care', 'Pediatric Imaging & Radiology', 'Pediatric Kidney Care & Dialysis', 'Pharmacy', 'Podiatry', 'Pregnancy & Childbirth', 'Rehabilitation Services']","600 E Amber Street
Suite 100
San Antonio,TX 78221",['English'],29.345074,-98.487128,(210) 358-8255,"['Adult Primary Care', 'Pediatric Primary Care', 'Arthritis Care', 'Behavioral Health', 'Imaging & Radiology', 'Lab Services', 'Pulmonology', 'Pediatric Imaging', 'Pediatric Kidney Care', 'Pharmacy', 'Podiatry', 'Pregnancy & Childbirth', 'Rehabilitation']",,
University Health - Southwest,"['Adult Primary Care', 'Pediatric Primary Care', 'Behavioral Care', 'Gynecology Care', 'Imaging & Radiology', 'Laboratory Services', 'Pediatric Imaging & Radiology', 'Pharmacy', 'Pregnancy & Childbirth', ""Women's Health""]","2121 SW. 36th Street
San Antonio,TX 78237",['English'],,,(210) 358-5100,"['Adult Primary Care', 'Pediatric Primary Care', 'Behavioral Health', 'Gynecology', 'Imaging & Radiology', 'Lab Services', 'Pediatric Imaging', 'Pharmacy', 'Pregnancy & Childbirth', 'Women's Health']",,
University Health - Southwest Health Center,"['Adult Primary Care', 'Pediatric Primary Care']","11914 Dragon Lane
San Antonio, TX 78252",['English'],29.3116355,-98.6677447,(210) 644-7770,"['Adult Primary Care', 'Pediatric Primary Care']",,
University Health - Surgery Center,"['Anesthesiology', 'Surgery Services']","903 W. Martin Street
San Antonio,TX 78207",['English'],29.4311904,-98.5023459,(210) 358-6700,"['Anesthesiology', 'Surgery']",,
University Health - Surgery Center  (Medical Center),"['Anesthesiology', 'Surgery Services']","8300 Floyd Curl Drive
San Antonio,TX 78229",['English'],29.5152617,-98.5816595,(210) 644-9300,"['Anesthesiology', 'Surgery']",,
University Health - Surgery Center (Morgan’s MAC),"['Dental Care', 'ENT', 'General Surgery', 'Gynecology', 'Hand Specialists', 'Neurology', 'Ophthalmology', 'Orthopedics', 'Pediatric General Surgery', 'Physical Medicine and Rehabilitation', 'Podiatry', 'Urology']","5210 Thousand Oaks Drive
Suite 1120
San Antonio,TX 78233",['English'],29.5368364,-98.3953294,(210) 644-4400,"['Dental', 'ENT', 'Surgery', 'Gynecology', 'Hand', 'Neurology', 'Ophthalmology', 'Orthopedics', 'Pediatric Surgery', 'Rehabilitation', 'Podiatry', 'Urology']",,
University Health - Susan Hall Health Center,"['Adult Primary Care', 'Pediatric Primary Care']","1460 Martinez Losoya Rd
San Antonio,TX 78221",['English'],29.2561097,-98.4858461,(210) 644-3100,"['Adult Primary Care', 'Pediatric Primary Care']",,
University Health - Tafolla Heath Center,"['Adult Primary Care', 'Pediatric Primary Care']","1303 W Cesar E. Chavez Blvd.
San Antonio,TX 78207",['English'],29.4233046,-98.5119923,(210) 644-2000,"['Adult Primary Care', 'Pediatric Primary Care']",,
University Health - Texas Diabetes Institute,"['Adult Endocrinology', 'Pediatric Endocrinology', 'Kidney Care and Dialysis', 'Podiatry', 'Orthopedics and Sports Medicine', 'Rehabilitation', 'Wound Care', 'Heart & Vascular', 'Primary Care', 'Clinical Trials and Research', 'Pharmacy', 'Radiology']","701 S. Zarzamora Street
San Antonio,TX 78207",['English'],29.4219684,-98.5288723,(210) 358-7000,"['Adult Endocrinology', 'Pediatric Endocrinology', 'Kidney Care', 'Podiatry', 'Orthopedics', 'Rehabilitation', 'Wound Care', 'Heart & Vascular', 'Primary Care', 'Clinical Trials', 'Pharmacy', 'Radiology']",,
University Health - Texas Liver Tumor Center,['Liver Care'],"4502 Medical Drive
Transplant Clinic, Rio Tower, Level 2
San Antonio,TX 78229",['English'],,,(210) 743-4306,['Liver Care'],,
University Health - Towne Twin Village,"['Immunizations and Vaccinations', 'Routine Health Screenings', 'Annual Wellness Visits', 'Physicals', 'Referrals']","4711 Dietrich Road
San Antonio,TX 78219",['English'],29.4415001,-98.3989917,(210) 644-3050,"['Immunizations', 'Screenings', 'Wellness', 'Physicals', 'Referrals']",,
University Health - University Dialysis South,['Kidney Care & Dialysis'],"3750 Commercial Ave.
Suite 110
San Antonio,TX 78221",['English'],29.335848,-98.516118,(210) 921-5620,['Kidney Care'],,
University Health - University Dialysis Southeast,['Kidney Care & Dialysis'],"1407 Fair Ave.
San Antonio,TX 78223",['English'],29.3841994,-98.4563228,(210) 358-5780,['Kidney Care'],,
University Health - University Dialysis West,['Kidney Care & Dialysis'],"701 S. Zarzamora Street
San Antonio,TX 78207",['English'],29.4219684,-98.5288723,(210) 358-7300,['Kidney Care'],,
University Health - University Hospital,"['Anesthesiology', 'Bariatric Care', 'Behavioral Care', 'Blood Diseases', 'Brain & Spine Care', 'Cancer Care', 'Clinical Trials & Research', 'Emergency Care', 'Eye Care', 'Gastroenterology', 'Heart & Vascular', 'Imaging & Radiology', 'Kidney Care & Dialysis', 'Laboratory Services', 'Liver Care', 'Lung Care', 'Oral & Maxillofacial Surgery', 'Organ Transplantation', 'Orthopedics & Sports Medicine', 'Pediatric Cleft & Craniofacial Center', 'Pediatric Complex Care', 'Pediatric Gastroenterology', 'Pediatric Hematology', 'Pediatric Imaging & Radiology', 'Pediatric Infectious Diseases', 'Pediatric Kidney Care & Dialysis', 'Pediatric Neurology', 'Pediatric Neurosurgery', 'Pediatric Oral & Maxillofacial Surgery', 'Pediatric Orthopedics', 'Pediatric Supportive Care', 'Pediatric Transplant Care', 'Pediatric Trauma & Burn', 'Pharmacy', 'Rehabilitation Services', 'Supportive Care', 'Surgery Services', 'Trauma Care', ""Women's Health"", 'Wound Care']","4502 Medical Drive
San Antonio,TX 78229",['English'],29.5078264,-98.5780943,(210) 358-4000,"['Anesthesiology', 'Bariatric', 'Behavioral Health', 'Hematology', 'Neurology & Spine', 'Cancer Care', 'Clinical Trials', 'Emergency Care', 'Eye Care', 'Gastroenterology', 'Heart & Vascular', 'Imaging & Radiology', 'Kidney Care', 'Lab Services', 'Liver Care', 'Pulmonology', 'Oral Surgery', 'Organ Transplant', 'Orthopedics', 'Pediatric Surgery', 'Pediatric Gastroenterology', 'Pediatric Hematology', 'Pediatric Imaging', 'Pediatric Infectious Diseases', 'Pediatric Kidney Care', 'Pediatric Neurology', 'Pediatric Neurosurgery', 'Pediatric Oral Surgery', 'Pediatric Orthopedics', 'Pediatric Supportive Care', 'Pediatric Transplant', 'Pediatric Trauma', 'Pharmacy', 'Rehabilitation', 'Supportive Care', 'Surgery', 'Trauma', 'Women's Health', 'Wound Care']",,
University Health - Warm Springs,"['Pain Management', 'Pediatric Rehabilitation', 'Rehabilitation Services']","5101 Medical Drive
San Antonio,TX 78229",['English'],29.5137914,-98.5869555,(210) 644-7902,"['Pain Management', 'Pediatric Rehabilitation', 'Rehabilitation']",,
University Health - Westgate,"['Adult Primary Care', 'Pediatric Primary Care', ""Women's Health"", 'Pediatric Cardiology', 'Lab']","5282 Medical Drive
San Antonio,TX 78229",['English'],29.5087744,-98.5880488,"(210) 644-2100
","['Adult Primary Care', 'Pediatric Primary Care', 'Women's Health', 'Pediatric Cardiology', 'Lab']",,
University Health - Women's & Children's Hospital,"['Gynecology Care', 'Neonatal Intensive Care Unit', 'Pediatric Emergency Care', 'Pediatric Heart', 'Pediatric Supportive Care', 'Pediatric Surgery', 'Pregnancy & Childbirth', ""Women's Health""]","4502 Medical Drive
San Antonio,TX 78229",['English'],29.5078264,-98.5780943,(210) 358-4000,"['Gynecology', 'NICU', 'Pediatric Emergency', 'Pediatric Cardiology', 'Pediatric Supportive Care', 'Pediatric Surgery', 'Pregnancy & Childbirth', 'Women's Health']",,
University Health - Zarzamora,"['Gynecology Care', 'Pediatric Primary Care', 'Pregnancy & Childbirth', ""Women's Health""]","4503 S. Zarzamora Street
San Antonio,TX 78211",['English'],29.3815041,-98.5337699,(210) 358-8255,"['Gynecology', 'Pediatric Primary Care', 'Pregnancy & Childbirth', 'Women's Health']",,
